Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile range,Quartile number,Suppression Flag
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Minnesota,Minnesota,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,31.6,25.7,37.9,25.7 - 37.9,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Mississippi,Mississippi,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,39.3,30.8,48.3,30.8 - 48.3,35.9-40.8,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Missouri,Missouri,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,36.8,30.3,43.8,30.3 - 43.8,35.9-40.8,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Montana,Montana,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,34.9,27.2,43.1,27.2 - 43.1,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nebraska,Nebraska,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,31.9,24.9,39.6,24.9 - 39.6,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nevada,Nevada,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,42.7,35.1,50.5,35.1 - 50.5,40.9-54.6,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Hampshire,New Hampshire,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,30.4,23.3,38.3,23.3 - 38.3,23.8-31.3,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Jersey,New Jersey,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,31.3,26.2,36.7,26.2 - 36.7,23.8-31.3,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Mexico,New Mexico,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,46.5,39,54.2,39.0 - 54.2,40.9-54.6,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,34.7,29,40.6,29.0 - 40.6,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,37.9,31.6,44.4,31.6 - 44.4,35.9-40.8,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,34.7,26.2,43.9,26.2 - 43.9,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Ohio,Ohio,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,38.3,31.5,45.4,31.5 - 45.4,35.9-40.8,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oklahoma,Oklahoma,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,38.1,31.1,45.4,31.1 - 45.4,35.9-40.8,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oregon,Oregon,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,35.1,29.2,41.4,29.2 - 41.4,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Pennsylvania,Pennsylvania,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,34.9,29.2,40.8,29.2 - 40.8,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Rhode Island,Rhode Island,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,37.2,28.2,46.9,28.2 - 46.9,35.9-40.8,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Carolina,South Carolina,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,39.2,32,46.8,32.0 - 46.8,35.9-40.8,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Dakota,South Dakota,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,44.5,35.4,53.7,35.4 - 53.7,40.9-54.6,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Tennessee,Tennessee,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,45.9,40,52,40.0 - 52.0,40.9-54.6,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Texas,Texas,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,33,28.7,37.4,28.7 - 37.4,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Utah,Utah,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,40.8,35.2,46.6,35.2 - 46.6,35.9-40.8,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Vermont,Vermont,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,27.1,18,38,18.0 - 38.0,23.8-31.3,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Virginia,Virginia,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,27.3,20.9,34.4,20.9 - 34.4,23.8-31.3,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Washington,Washington,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,31.7,27.1,36.5,27.1 - 36.5,31.4-35.8,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,West Virginia,West Virginia,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,49.3,39.1,59.7,39.1 - 59.7,40.9-54.6,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wisconsin,Wisconsin,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,29.3,21.3,38.4,21.3 - 38.4,23.8-31.3,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wyoming,Wyoming,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,45.3,34.6,56.3,34.6 - 56.3,40.9-54.6,4,
"Currently experiencing long COVID, as a percentage of all adults",National Estimate,United States,United States,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.5,7.1,7.9,7.1 - 7.9,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,18 - 29 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.4,7,9.9,7.0 - 9.9,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,30 - 39 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.8,7,8.6,7.0 - 8.6,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,40 - 49 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.8,7.9,9.7,7.9 - 9.7,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,50 - 59 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.5,7.4,9.7,7.4 - 9.7,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,60 - 69 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.6,5.8,7.5,5.8 - 7.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,70 - 79 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,5,4,6.2,4.0 - 6.2,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,80 years and above,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,2.8,2,3.8,2.0 - 3.8,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sex,United States,Male,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,5.5,5,6,5.0 - 6.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sex,United States,Female,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9.4,8.9,10,8.9 - 10.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Gender identity,United States,Cis-gender male,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,5.3,4.8,5.8,4.8 - 5.8,,,
"Currently experiencing long COVID, as a percentage of all adults",By Gender identity,United States,Cis-gender female,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9.4,8.8,10,8.8 - 10.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Gender identity,United States,Transgender,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,12.9,7.5,20.2,7.5 - 20.2,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sexual orientation,United States,Gay or lesbian,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.6,4.6,9.1,4.6 - 9.1,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sexual orientation,United States,Straight,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.1,6.8,7.5,6.8 - 7.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sexual orientation,United States,Bisexual,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,12.1,9.3,15.4,9.3 - 15.4,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.8,7.7,10.1,7.7 - 10.1,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.5,7.2,7.9,7.2 - 7.9,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.8,5.5,8.2,5.5 - 8.2,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,3.7,2.6,5,2.6 - 5.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.8,7.2,10.7,7.2 - 10.7,,,
"Currently experiencing long COVID, as a percentage of all adults",By Education,United States,Less than a high school diploma,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.4,5.9,11.6,5.9 - 11.6,,,
"Currently experiencing long COVID, as a percentage of all adults",By Education,United States,High school diploma or GED,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.1,7.2,8.9,7.2 - 8.9,,,
"Currently experiencing long COVID, as a percentage of all adults",By Education,United States,Some college/Associate's degree,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.8,8.1,9.6,8.1 - 9.6,,,
"Currently experiencing long COVID, as a percentage of all adults",By Education,United States,Bachelor's degree or higher,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,5.5,5.2,5.8,5.2 - 5.8,,,
"Currently experiencing long COVID, as a percentage of all adults",By Disability status,United States,With disability,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,15.8,14.3,17.5,14.3 - 17.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Disability status,United States,Without disability,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.1,5.7,6.4,5.7 - 6.4,,,
"Currently experiencing long COVID, as a percentage of all adults",By State,Alabama,Alabama,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,12.1,8.6,16.5,8.6 - 16.5,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Alaska,Alaska,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9.7,6.8,13.2,6.8 - 13.2,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Arizona,Arizona,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,10.1,7.7,12.9,7.7 - 12.9,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Arkansas,Arkansas,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,10,6.8,14.2,6.8 - 14.2,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,California,California,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.2,4.9,7.7,4.9 - 7.7,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Colorado,Colorado,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8,5.8,10.7,5.8 - 10.7,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Connecticut,Connecticut,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.8,5.1,8.9,5.1 - 8.9,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Delaware,Delaware,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,5.2,2.8,8.8,2.8 - 8.8,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,District of Columbia,District of Columbia,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,,,,,Estimate not reliable,-1,1
"Currently experiencing long COVID, as a percentage of all adults",By State,Florida,Florida,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.4,4.5,8.8,4.5 - 8.8,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Georgia,Georgia,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.9,5.5,10.9,5.5 - 10.9,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Hawaii,Hawaii,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,4.5,2.6,7.3,2.6 - 7.3,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Idaho,Idaho,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9.7,7.3,12.6,7.3 - 12.6,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Illinois,Illinois,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.8,5,9.1,5.0 - 9.1,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Indiana,Indiana,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9,6.7,11.8,6.7 - 11.8,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Iowa,Iowa,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.6,5.5,10.2,5.5 - 10.2,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Kansas,Kansas,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8,5.8,10.8,5.8 - 10.8,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Kentucky,Kentucky,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,12.7,9.3,16.9,9.3 - 16.9,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Louisiana,Louisiana,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9.2,6,13.4,6.0 - 13.4,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Maine,Maine,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7,4.8,9.8,4.8 - 9.8,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Maryland,Maryland,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,4.7,3.5,6.2,3.5 - 6.2,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Massachusetts,Massachusetts,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6,4.6,7.8,4.6 - 7.8,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Michigan,Michigan,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.6,5.5,10.2,5.5 - 10.2,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Minnesota,Minnesota,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.9,5.3,8.7,5.3 - 8.7,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Mississippi,Mississippi,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.9,5.2,11.4,5.2 - 11.4,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Missouri,Missouri,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8,6,10.4,6.0 - 10.4,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Montana,Montana,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.6,4.7,11.6,4.7 - 11.6,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Nebraska,Nebraska,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6,4.3,8.2,4.3 - 8.2,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Nevada,Nevada,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9.5,7,12.6,7.0 - 12.6,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,New Hampshire,New Hampshire,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.7,4.4,9.7,4.4 - 9.7,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,New Jersey,New Jersey,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.2,4.7,8,4.7 - 8.0,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,New Mexico,New Mexico,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,10.2,7.3,13.8,7.3 - 13.8,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,New York,New York,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.1,5.9,10.7,5.9 - 10.7,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,North Carolina,North Carolina,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.5,4.8,8.7,4.8 - 8.7,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,North Dakota,North Dakota,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9,5.7,13.3,5.7 - 13.3,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Ohio,Ohio,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,9.2,6.8,12,6.8 - 12.0,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Oklahoma,Oklahoma,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.3,6.3,10.6,6.3 - 10.6,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Oregon,Oregon,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.1,5.2,9.5,5.2 - 9.5,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Pennsylvania,Pennsylvania,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,5.5,4,7.3,4.0 - 7.3,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Rhode Island,Rhode Island,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6,4,8.5,4.0 - 8.5,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,South Carolina,South Carolina,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.5,6.1,11.4,6.1 - 11.4,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,South Dakota,South Dakota,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,11.6,7,17.6,7.0 - 17.6,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Tennessee,Tennessee,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,11.6,9.1,14.5,9.1 - 14.5,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Texas,Texas,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7.8,5.9,10.1,5.9 - 10.1,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Utah,Utah,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,8.1,5.8,11,5.8 - 11.0,8.0-9.2,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Vermont,Vermont,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.1,3.6,9.4,3.6 - 9.4,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Virginia,Virginia,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,5.1,3.5,7.3,3.5 - 7.3,4.5-6.5,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Washington,Washington,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,6.7,5.4,8.2,5.4 - 8.2,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,West Virginia,West Virginia,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,11,6.9,16.3,6.9 - 16.3,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Wisconsin,Wisconsin,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,7,4.9,9.8,4.9 - 9.8,6.6-7.9,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Wyoming,Wyoming,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,11.1,7.9,15,7.9 - 15.0,9.3-12.7,4,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",National Estimate,United States,United States,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,18.9,17.9,19.8,17.9 - 19.8,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,17,14.4,19.9,14.4 - 19.9,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,30 - 39 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,16.5,14.9,18.2,14.9 - 18.2,,,
